Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
19/04/2023,"2,380",,"3,714","8,811,530","2,380","2,390","2,360","171,062","171,062"
18/04/2023,"2,350",,"11,504","27,233,030","2,350","2,380","2,350","168,906","168,906"
17/04/2023,"2,350",,"6,362","14,969,120","2,380","2,380","2,350","168,906","168,906"
13/04/2023,"2,360",,"2,590","6,118,110","2,370","2,370","2,350","169,625","169,625"
12/04/2023,"2,370",,"2,098","4,974,810","2,380","2,380","2,360","170,344","170,344"
11/04/2023,"2,380",,484,"1,151,240","2,380","2,390","2,370","171,062","171,062"
10/04/2023,"2,380",,779,"1,845,290","2,390","2,390","2,360","171,062","171,062"
07/04/2023,"2,370",,"1,738","4,119,360","2,380","2,380","2,370","170,344","170,344"
06/04/2023,"2,380",,"2,980","7,083,490","2,380","2,390","2,370","171,062","171,062"
05/04/2023,"2,380",,"9,443","22,430,770","2,380","2,390","2,360","171,062","171,062"
04/04/2023,"2,370",,660,"1,560,340","2,370","2,370","2,360","170,344","170,344"
03/04/2023,"2,370",,"8,933","21,164,830","2,360","2,380","2,350","170,344","170,344"
31/03/2023,"2,360",,"1,466","3,462,500","2,380","2,380","2,360","169,625","169,625"
30/03/2023,"2,360",,"2,359","5,568,060","2,360","2,380","2,360","169,625","169,625"
29/03/2023,"2,360",,"4,446","10,494,140","2,360","2,370","2,360","169,625","169,625"
28/03/2023,"2,370",,"4,476","10,564,030","2,370","2,370","2,360","170,344","170,344"
27/03/2023,"2,350",,"4,936","11,649,540","2,360","2,380","2,350","168,906","168,906"
24/03/2023,"2,360",,"6,769","16,038,900","2,380","2,380","2,350","169,625","169,625"
23/03/2023,"2,370",,"1,481","3,496,680","2,390","2,390","2,350","170,344","170,344"
22/03/2023,"2,370",,"5,364","12,616,910","2,370","2,370","2,350","170,344","170,344"
21/03/2023,"2,370",,"1,106","2,602,570","2,390","2,390","2,340","170,344","170,344"
20/03/2023,"2,350",,"6,955","16,395,720","2,380","2,380","2,350","168,906","168,906"
17/03/2023,"2,380",,"7,646","18,010,540","2,360","2,380","2,350","171,062","171,062"
16/03/2023,"2,360",,"2,466","5,861,900","2,390","2,390","2,350","169,625","169,625"
15/03/2023,"2,360",,"2,275","5,350,130","2,350","2,360","2,340","169,625","169,625"
14/03/2023,"2,350",,"32,758","76,487,520","2,390","2,390","2,280","168,906","168,906"
13/03/2023,"2,400",,"3,406","8,120,980","2,390","2,400","2,380","172,500","172,500"
10/03/2023,"2,390",,"1,992","4,768,720","2,410","2,410","2,390","171,781","171,781"
09/03/2023,"2,400",,"2,227","5,354,720","2,410","2,410","2,400","172,500","172,500"
07/03/2023,"2,410",,"1,322","3,175,920","2,400","2,410","2,400","173,219","173,219"
