Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
01/08/2023,"2,230",,"47,072","104,188,210","2,220","2,230","2,190","722,653","722,653"
31/07/2023,"2,210",,"8,329","18,446,980","2,230","2,230","2,210","716,172","716,172"
28/07/2023,"2,220",,"10,556","23,466,210","2,240","2,240","2,210","719,412","719,412"
27/07/2023,"2,210",,"13,688","30,550,970","2,230","2,260","2,210","716,172","716,172"
26/07/2023,"2,230",,"38,100","85,030,280","2,250","2,250","2,230","722,653","722,653"
25/07/2023,"2,250",,"16,672","37,632,200","2,280","2,280","2,240","729,134","729,134"
21/07/2023,"2,270",,"31,121","70,659,020","2,300","2,300","2,250","735,615","735,615"
20/07/2023,"2,250",,"62,022","138,244,920","2,250","2,270","2,180","729,134","729,134"
19/07/2023,"2,240",,"105,711","232,786,830","2,250","2,260","2,160","725,893","725,893"
18/07/2023,"2,260",,"49,998","113,182,880","2,300","2,300","2,250","732,375","732,375"
17/07/2023,"2,290",,"57,166","131,971,920","2,350","2,350","2,280","742,096","742,096"
14/07/2023,"2,330",,"37,081","86,439,760","2,350","2,350","2,310","755,059","755,059"
13/07/2023,"2,340",,"106,165","249,651,680","2,380","2,400","2,300","758,299","758,299"
12/07/2023,"2,340",,"803,361","1,984,439,110","2,550","2,550","2,100","758,299","758,299"
11/07/2023,"2,320",,"381,303","867,434,080","2,120","2,320","2,120","751,818","751,818"
10/07/2023,"2,110",,"113,064","237,072,890","2,110","2,110","2,080","683,766","683,766"
07/07/2023,"2,100",,"95,529","200,437,610","2,100","2,110","2,090","680,525","680,525"
06/07/2023,"2,100",,"100,494","211,593,120","2,120","2,120","2,100","680,525","680,525"
05/07/2023,"2,120",,"39,197","83,133,880","2,140","2,140","2,100","687,006","687,006"
04/07/2023,"2,100",,"54,533","114,881,470","2,110","2,130","2,100","680,525","680,525"
03/07/2023,"2,110",,"64,525","135,759,270","2,130","2,130","2,090","683,766","683,766"
30/06/2023,"2,130",,"75,267","159,687,130","2,120","2,140","2,100","690,247","690,247"
29/06/2023,"2,130",,"51,530","110,060,020","2,170","2,170","2,110","690,247","690,247"
28/06/2023,"2,200",,"457,959","998,688,040","2,200","2,220","2,080","712,931","712,931"
