Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
16/01/2024,"4,060",,269,"1,090,760","4,060","4,100","4,020","104,383","104,383"
15/01/2024,"4,100",,"1,620","6,537,820","4,140","4,140","3,990","105,411","105,411"
12/01/2024,"4,140",,412,"1,701,500","4,160","4,180","4,100","106,439","106,439"
11/01/2024,"4,180",,80,"331,600","4,200","4,200","4,120","107,468","107,468"
10/01/2024,"4,140",,226,"940,040","4,180","4,200","4,120","106,439","106,439"
09/01/2024,"4,200",,729,"3,036,840","4,240","4,240","4,120","107,982","107,982"
08/01/2024,"4,260",,269,"1,131,200","4,360","4,360","4,140","109,525","109,525"
05/01/2024,"4,200",,399,"1,681,420","4,280","4,280","4,160","107,982","107,982"
04/01/2024,"4,280",,"2,435","10,354,000","4,420","4,420","4,180","110,039","110,039"
03/01/2024,"4,360",,493,"2,140,220","4,420","4,440","4,320","112,096","112,096"
02/01/2024,"4,420",,47,"210,400","4,600","4,600","4,420","113,638","113,638"
29/12/2023,"4,400",,468,"2,048,100","4,440","4,460","4,360","113,124","113,124"
28/12/2023,"4,400",,"1,341","5,912,120","4,440","4,460","4,380","113,124","113,124"
27/12/2023,"4,480",,335,"1,444,100","4,300","4,480","4,240","115,181","115,181"
26/12/2023,"4,260",,798,"3,427,360","4,340","4,360","4,260","109,525","109,525"
25/12/2023,"4,380",,566,"2,447,260","4,200","4,480","4,200","112,610","112,610"
22/12/2023,"4,440",,"1,228","5,384,820","4,520","4,520","4,320","114,152","114,152"
21/12/2023,"4,460",,"1,072","4,757,300","4,260","4,580","4,260","114,667","114,667"
20/12/2023,"4,500",,154,"687,600","4,600","4,600","4,400","115,695","115,695"
19/12/2023,"4,440",,"1,593","6,992,740","4,340","4,440","4,300","114,152","114,152"
18/12/2023,"4,180",,"4,998","21,538,640","4,680","4,740","4,180","107,468","107,468"
15/12/2023,"4,640",,"7,114","33,872,740","4,900","4,940","4,600","119,294","119,294"
14/12/2023,"4,880",,"10,253","49,991,420","4,900","5,200","4,700","125,465","125,465"
13/12/2023,"4,860",,"17,703","84,351,960","4,440","4,880","4,440","124,951","124,951"
12/12/2023,"4,440",,"6,064","26,240,720","4,160","4,440","4,160","114,152","114,152"
11/12/2023,"4,160",,"103,826","471,594,000","4,080","4,180","4,060","106,954","106,954"
08/12/2023,"4,160",,"185,566","786,742,660","4,100","4,220","4,060","106,954","106,954"
07/12/2023,"4,060",,"6,946","27,927,550","3,860","4,100","3,840","104,383","104,383"
06/12/2023,"3,870",,"2,794","10,524,640","3,860","3,870","3,520","99,498","99,498"
05/12/2023,"3,870",,473,"1,824,120","3,820","3,940","3,800","99,498","99,498"
04/12/2023,"3,830",,173,"654,110","3,670","3,870","3,670","98,469","98,469"
01/12/2023,"3,670",,"3,034","11,108,620","3,650","3,680","3,650","94,356","94,356"
30/11/2023,"3,650",,458,"1,670,710","3,750","3,750","3,400","93,842","93,842"
29/11/2023,"3,550",,"1,249","4,384,010","3,680","3,680","3,400","91,270","91,270"
24/11/2023,"3,380",,"2,623","8,585,790","3,100","3,380","2,810","86,900","86,900"
23/11/2023,"3,100",,"4,986","14,889,460","3,000","3,100","2,860","79,701","79,701"
22/11/2023,"2,860",,"7,435","20,806,210","2,840","2,870","2,620","73,531","73,531"
21/11/2023,"2,620",,756,"1,897,240","2,430","2,620","2,430","67,360","67,360"
20/11/2023,"2,430",,"3,993","9,692,080","2,260","2,430","2,260","62,475","62,475"
17/11/2023,"2,400",,"1,651","3,955,900","2,400","2,400","2,320","61,704","61,704"
16/11/2023,"2,390",,11,"26,290","2,390","2,390","2,390","61,447","61,447"
15/11/2023,"2,390",,130,"310,540","2,210","2,400","2,210","61,447","61,447"
14/11/2023,"2,210",,32,"71,480","2,380","2,380","2,210","56,819","56,819"
13/11/2023,"2,380",,10,"23,810","2,390","2,390","2,380","61,190","61,190"
10/11/2023,"2,390",,86,"204,310","2,390","2,390","2,350","61,447","61,447"
08/11/2023,"2,410",,108,"261,920","2,530","2,530","2,410","61,961","61,961"
07/11/2023,"2,370",,10,"23,480","2,390","2,390","2,220","60,933","60,933"
06/11/2023,"2,390",,3,"7,050","2,330","2,390","2,330","61,447","61,447"
03/11/2023,"2,330",,34,"79,390","2,400","2,400","2,330","59,904","59,904"
02/11/2023,"2,350",,913,"2,101,690","2,410","2,410","2,290","60,418","60,418"
01/11/2023,"2,450",,1,"2,450","2,450","2,450","2,450","62,990","62,990"
31/10/2023,"2,320",,232,"532,460","2,390","2,390","2,250","59,647","59,647"
30/10/2023,"2,260",,70,"159,540","2,400","2,400","2,260","58,105","58,105"
27/10/2023,"2,370",,23,"54,670","2,330","2,390","2,330","60,933","60,933"
26/10/2023,"2,320",,15,"34,820","2,500","2,530","2,280","59,647","59,647"
25/10/2023,"2,350",,147,"343,610","2,270","2,360","2,270","60,418","60,418"
