Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
21/09/2023,"2,160",,"4,753","10,187,570","2,160","2,160","2,130","13,957","39,877"
20/09/2023,"2,150",,"1,158","2,493,100","2,150","2,160","2,140","13,892","39,692"
19/09/2023,"2,150",,"1,382","2,971,690","2,160","2,160","2,150","13,892","39,692"
18/09/2023,"2,150",,"1,766","3,806,970","2,170","2,170","2,150","13,892","39,692"
15/09/2023,"2,170",,"1,315","2,840,480","2,160","2,180","2,160","14,022","40,062"
14/09/2023,"2,160",,"2,440","5,227,140","2,150","2,170","2,140","13,957","39,877"
13/09/2023,"2,160",,"1,328","2,850,180","2,150","2,180","2,140","13,957","39,877"
12/09/2023,"2,160",,164,"354,260","2,170","2,170","2,160","13,957","39,877"
11/09/2023,"2,170",,353,"760,490","2,160","2,170","2,150","14,022","40,062"
08/09/2023,"2,170",,811,"1,741,870","2,150","2,180","2,120","14,022","40,062"
07/09/2023,"2,170",,"3,746","7,972,410","2,160","2,170","2,110","14,022","40,062"
06/09/2023,"2,150",,"1,337","2,889,030","2,180","2,180","2,150","13,892","39,692"
05/09/2023,"2,170",,356,"773,150","2,180","2,180","2,160","14,022","40,062"
04/09/2023,"2,190",,232,"505,510","2,190","2,190","2,160","14,151","40,431"
01/09/2023,"2,190",,145,"315,740","2,160","2,190","2,160","14,151","40,431"
31/08/2023,"2,170",,"1,112","2,427,080","2,180","2,190","2,170","14,022","40,062"
30/08/2023,"2,180",,"6,143","13,151,010","2,140","2,180","2,140","14,086","40,246"
29/08/2023,"2,170",,"1,995","4,341,760","2,180","2,180","2,170","14,022","40,062"
28/08/2023,"2,190",,"4,471","9,704,820","2,200","2,200","2,170","14,151","40,431"
25/08/2023,"2,190",,"3,007","6,503,790","2,200","2,200","2,160","14,151","40,431"
24/08/2023,"2,170",,790,"1,716,500","2,200","2,200","2,170","14,022","40,062"
23/08/2023,"2,190",,"5,150","11,217,720","2,190","2,200","2,170","14,151","40,431"
22/08/2023,"2,200",,257,"562,920","2,190","2,200","2,190","14,215","40,615"
21/08/2023,"2,200",,"2,287","5,021,730","2,200","2,200","2,190","14,215","40,615"
18/08/2023,"2,200",,"1,084","2,385,700","2,210","2,210","2,200","14,215","40,615"
17/08/2023,"2,210",,764,"1,682,030","2,210","2,210","2,200","14,280","40,800"
16/08/2023,"2,210",,530,"1,171,520","2,210","2,220","2,210","14,280","40,800"
15/08/2023,"2,210",,"1,967","4,357,510","2,220","2,220","2,210","14,280","40,800"
14/08/2023,"2,210",,"16,422","36,109,970","2,190","2,210","2,180","14,280","40,800"
11/08/2023,"2,190",,"5,424","11,883,760","2,190","2,200","2,180","14,151","40,431"
10/08/2023,"2,170",,540,"1,176,190","2,180","2,180","2,140","14,022","40,062"
09/08/2023,"2,140",,"4,779","10,244,330","2,160","2,160","2,140","13,828","39,508"
