Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
15/08/2023,"12,660",,514,"6,506,980","12,680","12,680","12,640","1,085,873","5,700,834"
14/08/2023,"12,660",,"5,781","72,555,880","12,700","12,800","12,500","1,085,873","5,700,834"
11/08/2023,"12,700",,"2,038","25,875,940","12,720","12,800","12,680","1,089,304","5,718,846"
10/08/2023,"12,720",,"1,290","16,444,760","12,800","12,800","12,620","1,091,019","5,727,852"
09/08/2023,"12,800",,"1,333","17,028,860","12,800","12,800","12,760","1,097,881","5,763,876"
08/08/2023,"12,820",,39,"501,500","12,900","12,900","12,820","1,099,597","5,772,882"
07/08/2023,"12,900",,230,"2,956,120","12,880","12,900","12,820","1,106,458","5,808,906"
04/08/2023,"12,880",,"3,522","44,195,260","12,900","12,900","12,060","1,104,743","5,799,900"
03/08/2023,"12,820",,"1,470","18,857,660","13,000","13,000","12,820","1,099,597","5,772,882"
02/08/2023,"12,860",,"1,005","12,956,320","12,840","12,940","12,840","1,103,027","5,790,894"
01/08/2023,"12,880",,321,"4,140,640","13,100","13,100","12,840","1,104,743","5,799,900"
31/07/2023,"12,880",,"1,028","13,231,040","12,900","13,000","12,840","1,104,743","5,799,900"
28/07/2023,"12,900",,"2,405","31,049,900","12,980","13,000","12,880","1,106,458","5,808,906"
27/07/2023,"13,000",,457,"5,970,240","13,220","13,220","13,000","1,115,036","5,853,937"
26/07/2023,"13,240",,"7,209","93,619,820","12,900","13,380","12,860","1,135,621","5,962,009"
25/07/2023,"12,900",,"2,496","32,171,060","13,080","13,080","12,880","1,106,458","5,808,906"
21/07/2023,"12,980",,"33,287","416,207,500","12,900","12,980","12,900","1,113,320","5,844,931"
20/07/2023,"12,900",,606,"7,836,260","13,060","13,100","12,820","1,106,458","5,808,906"
19/07/2023,"12,940",,637,"8,257,820","12,960","13,020","12,940","1,109,889","5,826,919"
18/07/2023,"13,040",,523,"6,815,140","13,040","13,040","13,000","1,118,466","5,871,949"
17/07/2023,"13,040",,283,"3,683,180","12,980","13,060","12,960","1,118,466","5,871,949"
14/07/2023,"12,980",,189,"2,455,600","12,920","13,000","12,920","1,113,320","5,844,931"
13/07/2023,"12,980",,"1,056","13,678,360","12,960","13,000","12,940","1,113,320","5,844,931"
12/07/2023,"13,000",,404,"5,251,380","13,000","13,020","12,900","1,115,036","5,853,937"
11/07/2023,"13,020",,492,"6,391,420","13,060","13,060","12,880","1,116,751","5,862,943"
10/07/2023,"13,040",,"1,939","25,180,620","12,900","13,080","12,900","1,118,466","5,871,949"
07/07/2023,"12,980",,607,"7,909,400","12,960","13,100","12,960","1,113,320","5,844,931"
06/07/2023,"12,960",,413,"5,369,520","13,020","13,040","12,940","1,111,605","5,835,925"
05/07/2023,"13,020",,764,"9,911,720","12,940","13,020","12,940","1,116,751","5,862,943"
04/07/2023,"12,960",,"1,430","18,420,780","12,900","12,960","12,820","1,111,605","5,835,925"
03/07/2023,"12,940",,393,"5,106,700","13,040","13,040","12,940","1,109,889","5,826,919"
30/06/2023,"12,960",,"4,052","52,365,500","12,880","12,980","12,880","1,111,605","5,835,925"
29/06/2023,"12,900",,274,"3,533,640","12,960","12,960","12,800","1,106,458","5,808,906"
28/06/2023,"12,820",,176,"2,272,840","12,960","12,960","12,780","1,099,597","5,772,882"
27/06/2023,"12,820",,"2,238","28,545,640","12,700","12,820","12,700","1,099,597","5,772,882"
26/06/2023,"12,860",,"2,032","25,933,040","12,880","12,900","12,720","1,103,027","5,790,894"
23/06/2023,"12,720",,996,"12,752,320","12,880","12,880","12,720","1,091,019","5,727,852"
22/06/2023,"12,880",,311,"4,006,060","12,920","12,920","12,880","1,104,743","5,799,900"
21/06/2023,"12,880",,774,"9,965,960","12,880","12,880","12,860","1,104,743","5,799,900"
20/06/2023,"12,880",,"1,949","25,103,360","12,880","12,900","12,860","1,104,743","5,799,900"
19/06/2023,"12,900",,"1,972","25,462,420","12,980","13,020","12,760","1,106,458","5,808,906"
16/06/2023,"13,300",,"3,598","47,799,400","13,300","13,300","13,260","1,140,767","5,989,028"
15/06/2023,"13,320",,621,"8,273,360","13,340","13,340","13,320","1,142,483","5,998,034"
14/06/2023,"13,340",,"2,074","27,693,680","13,380","13,380","13,300","1,144,198","6,007,040"
13/06/2023,"13,380",,"1,496","20,043,580","13,400","13,460","13,380","1,147,629","6,025,052"
12/06/2023,"13,400",,999,"13,369,080","13,480","13,480","13,360","1,149,344","6,034,058"
09/06/2023,"13,380",,"1,263","16,895,740","13,220","13,380","13,220","1,147,629","6,025,052"
08/06/2023,"13,220",,344,"4,571,000","13,340","13,340","13,200","1,133,905","5,953,003"
07/06/2023,"13,300",,497,"6,618,840","13,300","13,360","13,280","1,140,767","5,989,028"
06/06/2023,"13,280",,262,"3,483,960","13,320","13,320","13,280","1,139,052","5,980,022"
05/06/2023,"13,320",,889,"11,858,360","13,360","13,360","13,320","1,142,483","5,998,034"
02/06/2023,"13,380",,308,"4,117,020","13,340","13,400","13,340","1,147,629","6,025,052"
01/06/2023,"13,360",,619,"8,240,240","13,360","13,380","13,240","1,145,913","6,016,046"
31/05/2023,"13,380",,86,"1,147,840","13,340","13,380","13,340","1,147,629","6,025,052"
30/05/2023,"13,320",,694,"9,229,640","13,300","13,340","13,200","1,142,483","5,998,034"
29/05/2023,"13,300",,"1,016","13,546,860","13,320","13,340","13,300","1,140,767","5,989,028"
26/05/2023,"13,320",,368,"4,904,040","13,300","13,360","13,300","1,142,483","5,998,034"
25/05/2023,"13,300",,147,"1,959,440","13,360","13,360","13,300","1,140,767","5,989,028"
24/05/2023,"13,260",,"3,270","43,468,160","13,420","13,420","13,260","1,137,336","5,971,015"
23/05/2023,"13,460",,"1,231","16,450,980","13,320","13,460","13,320","1,154,491","6,061,076"
22/05/2023,"13,320",,626,"8,317,360","13,340","13,340","13,220","1,142,483","5,998,034"
19/05/2023,"13,340",,957,"12,580,240","13,020","13,340","13,000","1,144,198","6,007,040"
18/05/2023,"13,140",,"3,771","49,475,140","13,120","13,200","13,100","1,127,044","5,916,979"
17/05/2023,"13,140",,150,"1,968,460","13,120","13,180","13,100","1,127,044","5,916,979"
16/05/2023,"13,120",,755,"9,943,260","13,200","13,200","13,100","1,125,328","5,907,973"
15/05/2023,"13,200",,"7,774","100,731,840","13,420","13,480","12,320","1,132,190","5,943,997"
12/05/2023,"13,420",,291,"3,905,220","13,460","13,460","13,400","1,151,060","6,043,064"
11/05/2023,"13,460",,264,"3,547,140","13,440","13,480","13,320","1,154,491","6,061,076"
10/05/2023,"13,440",,265,"3,560,800","13,440","13,440","13,420","1,152,775","6,052,070"
09/05/2023,"13,440",,394,"5,287,440","13,120","13,480","13,120","1,152,775","6,052,070"
05/05/2023,"13,480",,628,"8,481,840","13,520","13,520","13,420","1,156,206","6,070,082"
03/05/2023,"13,520",,"1,482","19,994,920","13,500","13,520","13,400","1,159,637","6,088,094"
02/05/2023,"13,500",,"6,233","82,930,820","13,600","13,600","13,200","1,157,922","6,079,088"
28/04/2023,"13,600",,197,"2,680,580","13,660","13,660","13,600","1,166,499","6,124,118"
27/04/2023,"13,600",,"1,819","24,751,420","13,620","13,620","13,600","1,166,499","6,124,118"
26/04/2023,"13,620",,373,"5,084,640","13,640","13,640","13,600","1,168,214","6,133,125"
25/04/2023,"13,660",,"2,540","33,385,860","13,080","13,700","13,080","1,171,645","6,151,137"
24/04/2023,"13,700",,"1,261","17,185,880","13,640","13,740","13,600","1,175,076","6,169,149"
21/04/2023,"13,620",,"5,055","68,763,560","13,700","13,700","13,600","1,168,214","6,133,125"
20/04/2023,"13,600",,"3,284","44,726,260","13,700","13,700","13,600","1,166,499","6,124,118"
19/04/2023,"13,680",,"3,114","42,665,280","13,780","13,780","13,680","1,173,361","6,160,143"
18/04/2023,"13,780",,"1,774","24,448,180","13,840","13,840","13,760","1,181,938","6,205,173"
17/04/2023,"13,860",,340,"4,712,400","13,860","13,860","13,860","1,188,799","6,241,197"
13/04/2023,"13,860",,203,"2,817,560","13,860","13,880","13,860","1,188,799","6,241,197"
12/04/2023,"13,860",,690,"9,496,720","13,840","13,860","13,700","1,188,799","6,241,197"
11/04/2023,"13,860",,349,"4,829,980","13,800","13,880","13,800","1,188,799","6,241,197"
10/04/2023,"13,880",,600,"8,222,460","13,540","13,880","13,540","1,190,515","6,250,203"
07/04/2023,"13,800",,"1,200","16,465,500","13,820","13,820","13,700","1,183,653","6,214,179"
06/04/2023,"13,820",,84,"1,160,640","13,700","13,940","13,700","1,185,369","6,223,185"
05/04/2023,"13,800",,271,"3,750,600","13,780","13,900","13,780","1,183,653","6,214,179"
04/04/2023,"13,780",,99,"1,364,640","13,800","13,800","13,780","1,181,938","6,205,173"
