Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
07/02/2024,"2,560",,"7,173","18,304,510","2,570","2,570","2,550","5,015,734","5,015,734"
06/02/2024,"2,570",,"6,883","17,610,770","2,560","2,580","2,550","5,035,327","5,035,327"
05/02/2024,"2,570",,"8,060","20,696,770","2,570","2,590","2,560","5,035,327","5,035,327"
02/02/2024,"2,570",,"10,889","27,795,130","2,570","2,570","2,510","5,035,327","5,035,327"
01/02/2024,"2,570",,"7,617","19,600,320","2,600","2,600","2,570","5,035,327","5,035,327"
31/01/2024,"2,580",,"10,038","25,875,500","2,590","2,600","2,570","5,054,920","5,054,920"
30/01/2024,"2,590",,"13,884","35,821,450","2,570","2,620","2,560","5,074,512","5,074,512"
29/01/2024,"2,570",,"9,104","23,396,460","2,580","2,580","2,560","5,035,327","5,035,327"
26/01/2024,"2,580",,881,"2,270,870","2,580","2,590","2,570","5,054,920","5,054,920"
25/01/2024,"2,580",,"3,705","9,535,890","2,590","2,590","2,570","5,054,920","5,054,920"
24/01/2024,"2,580",,"18,109","46,610,710","2,580","2,590","2,570","5,054,920","5,054,920"
23/01/2024,"2,570",,"10,949","28,236,090","2,580","2,590","2,570","5,035,327","5,035,327"
22/01/2024,"2,580",,"4,836","12,475,910","2,560","2,590","2,550","5,054,920","5,054,920"
19/01/2024,"2,570",,"3,004","7,718,130","2,560","2,570","2,560","5,035,327","5,035,327"
18/01/2024,"2,560",,"16,139","41,360,960","2,570","2,590","2,550","5,015,734","5,015,734"
17/01/2024,"2,570",,"35,064","90,718,980","2,570","2,600","2,570","5,035,327","5,035,327"
16/01/2024,"2,610",,"20,670","54,005,100","2,620","2,620","2,600","5,113,698","5,113,698"
15/01/2024,"2,630",,"14,198","37,407,870","2,640","2,650","2,620","5,152,883","5,152,883"
12/01/2024,"2,640",,"43,223","113,380,100","2,620","2,650","2,610","5,172,476","5,172,476"
11/01/2024,"2,610",,"5,080","13,199,750","2,620","2,620","2,590","5,113,698","5,113,698"
10/01/2024,"2,610",,"11,055","28,789,930","2,610","2,620","2,600","5,113,698","5,113,698"
09/01/2024,"2,610",,"2,523","6,566,220","2,610","2,610","2,600","5,113,698","5,113,698"
08/01/2024,"2,610",,"2,366","6,159,830","2,640","2,640","2,600","5,113,698","5,113,698"
05/01/2024,"2,600",,"14,275","37,327,410","2,640","2,650","2,600","5,094,105","5,094,105"
04/01/2024,"2,630",,"6,520","17,055,080","2,610","2,630","2,600","5,152,883","5,152,883"
03/01/2024,"2,610",,"10,104","26,232,830","2,620","2,630","2,550","5,113,698","5,113,698"
02/01/2024,"2,630",,"13,685","36,059,680","2,630","2,650","2,630","5,152,883","5,152,883"
29/12/2023,"2,630",,"20,112","52,965,420","2,610","2,650","2,610","5,152,883","5,152,883"
28/12/2023,"2,630",,"31,151","81,138,020","2,570","2,640","2,570","5,152,883","5,152,883"
